wavelength,primary_1,primary_2,primary_3,primary_4,primary_5,primary_6,primary_7,primary_8,primary_9,primary_10,primary_11,primary_12
476.0,0.00586438607208,0.109822485207,0.705492793144,0.438172043011,0.0066253101737,0.0993603411514,0.00752727272727,0.00603723404255,0.00702898550725,0.00117252066116,0.00111988159842,0.00103652968037
480.0,0.00430665852169,0.0707692307692,0.504869497468,0.609318996416,0.0163771712159,0.115351812367,0.00794545454545,0.00593085106383,0.015018115942,0.00115185950413,0.00110014800197,0.00101826484018
484.0,0.00558949297495,0.0463905325444,0.354888975458,0.793906810036,0.0295285359801,0.133901918977,0.0305454545455,0.00577127659574,0.00393115942029,0.0011208677686,0.0010705476073,0.000990867579909
488.0,0.0048869883934,0.0305325443787,0.24698091157,0.941756272401,0.0476426799007,0.145415778252,0.0461818181818,0.00563829787234,0.00384057971014,0.00109504132231,0.00104588061174,0.00096803652968
492.0,0.00519242516799,0.0194556213018,0.168289832489,1.0,0.106203473945,0.151385927505,0.0674545454545,0.00960106382979,0.00373188405797,0.00106404958678,0.00101628021707,0.000940639269406
496.0,0.00763591936469,0.0121893491124,0.11063498247,0.935483870968,0.190074441687,0.181023454158,0.0974545454545,0.00632978723404,0.0036231884058,0.00103305785124,0.000986679822398,0.000913242009132
500.0,0.005925473427,0.00823668639053,0.0693416439423,0.772401433692,0.302729528536,0.217484008529,0.145272727273,0.0194414893617,0.00349637681159,0.000996900826446,0.000952146028614,0.000881278538813
504.0,0.0038485033598,0.00563313609467,0.0432411375146,0.588709677419,0.476426799007,0.27078891258,0.198181818182,0.0420212765957,0.00340579710145,0.000971074380165,0.00124814997533,0.000858447488584
508.0,0.00366524129505,0.00371597633136,0.0315932995715,0.430107526882,0.665012406948,0.341151385928,0.285454545455,0.0683510638298,0.00498188405797,0.00095041322314,0.00136655155402,0.000840182648402
512.0,0.00240684178375,0.00243786982249,0.0197506817296,0.309139784946,0.838709677419,0.434968017058,0.392727272727,0.10664893617,0.0044384057971,0.00153925619835,0.00089294523927,0.000826484018265
516.0,0.00262370189371,0.00246153846154,0.0114530580444,0.213261648746,0.962779156328,0.535181236674,0.503636363636,0.16835106383,0.00583333333333,0.00111570247934,0.000883078441046,0.000817351598174
520.0,0.00203115455101,0.000925443786982,0.00642773665758,0.137096774194,1.0,0.6460554371,0.621818181818,0.255585106383,0.00338768115942,0.000919421487603,0.000878145041934,0.00089497716895
524.0,0.000543677458766,0.000733727810651,0.0057265290222,0.0862903225806,0.942928039702,0.72921108742,0.727272727273,0.359042553191,0.00322463768116,0.000919421487603,0.000878145041934,0.00141552511416
528.0,0.000546731826512,0.000773964497041,0.00361901051811,0.0542114695341,0.848635235732,0.80170575693,0.807272727273,0.465425531915,0.00324275362319,0.00092458677686,0.000883078441046,0.000817351598174
532.0,0.0011850946854,0.000802366863905,0.00283209972731,0.040770609319,0.732009925558,0.848614072495,0.854545454545,0.566489361702,0.00329710144928,0.000940082644628,0.000897878638382,0.000831050228311
536.0,0.000876603543067,0.000437869822485,0.00183482664589,0.0267921146953,0.612903225806,0.886993603412,0.909090909091,0.670212765957,0.00335144927536,0.000955578512397,0.000912678835718,0.000844748858447
540.0,0.000574221136225,0.00119289940828,0.00149201402415,0.0175627240143,0.501240694789,0.914712153518,0.941818181818,0.757978723404,0.00626811594203,0.00100723140496,0.000996546620622,0.000858447488584
544.0,0.000583384239462,0.000452071005917,0.00208804051422,0.0140681003584,0.384615384615,0.938166311301,0.96,0.845744680851,0.00346014492754,0.00178202479339,0.00245683275777,0.00104566210046
548.0,0.000598656078192,0.000629585798817,0.00125048694975,0.00877240143369,0.302729528536,0.970149253731,0.981818181818,0.898936170213,0.00355072463768,0.00101239669421,0.00096694622595,0.00146575342466
552.0,0.000613927916921,0.000951479289941,0.000783015192832,0.00714157706093,0.233498759305,0.982942430704,1.0,0.962765957447,0.00740942028986,0.0010382231405,0.00150468672916,0.000917808219178
556.0,0.000632254123396,0.000646153846154,0.00135566809505,0.00556451612903,0.177419354839,1.0,1.0,1.0,0.00615942028986,0.00106921487603,0.00134681795757,0.000945205479452
560.0,0.000656689065363,0.00050650887574,0.000966108297624,0.00252688172043,0.119602977667,1.0,0.992727272727,0.952127659574,0.0038768115942,0.00111570247934,0.00105574740997,0.000977168949772
564.0,0.00123701893708,0.000523076923077,0.000860927152318,0.00362903225806,0.0858560794045,0.923240938166,0.903636363636,0.797872340426,0.00605072463768,0.00323863636364,0.00109028120375,0.00100913242009
568.0,0.000699450213806,0.00054201183432,0.000892091936112,0.00274193548387,0.0491315136476,0.786780383795,0.767272727273,0.553191489362,0.019384057971,0.00236570247934,0.00112974839665,0.00139726027397
572.0,0.000723885155773,0.000560946745562,0.00138293728087,0.00318100358423,0.0263027295285,0.569296375267,0.549090909091,0.292553191489,0.0557971014493,0.00305785123967,0.00116921558954,0.00162100456621
576.0,0.00124618204032,0.000577514792899,0.00126996493962,0.00218637992832,0.00605459057072,0.309168443497,0.292727272727,0.121276595745,0.153623188406,0.00717975206612,0.0036211149482,0.00111415525114
580.0,0.000897984117288,0.000598816568047,0.000981690689521,0.00225806451613,0.0166501240695,0.123880597015,0.109454545455,0.0478723404255,0.333333333333,0.0134814049587,0.00289097187963,0.00115068493151
584.0,0.00144777031155,0.00112189349112,0.00100895987534,0.00232078853047,0.00642679900744,0.0294243070362,0.0336363636364,0.0345744680851,0.585144927536,0.0208161157025,0.00322150962013,0.00138812785388
588.0,0.00109651802077,0.000631952662722,0.00104012465914,0.00239247311828,0.0066253101737,0.0152878464819,0.0145454545455,0.0281914893617,0.840579710145,0.035020661157,0.00976813024174,0.00201826484018
592.0,0.00124618204032,0.000650887573964,0.00107128944293,0.00246415770609,0.00682382133995,0.0173987206823,0.0124181818182,0.0221276595745,1.0,0.0513429752066,0.0148495313271,0.00125570776256
596.0,0.000864386072083,0.00159053254438,0.00110245422672,0.00253584229391,0.0070223325062,0.00793176972281,0.0173636363636,0.0146010638298,0.88768115942,0.0785123966942,0.019733596448,0.00218264840183
600.0,0.000949908368968,0.000882840236686,0.00125048694975,0.0026164874552,0.00724565756824,0.0165031982942,0.0119090909091,0.0152127659574,0.574275362319,0.121384297521,0.033349777997,0.00270776255708
604.0,0.00237629810629,0.000712426035503,0.00397350993377,0.00269713261649,0.00746898263027,0.00910447761194,0.0100363636364,0.0382978723404,0.286231884058,0.186466942149,0.0532807104095,0.00470319634703
608.0,0.000946854001222,0.000733727810651,0.00120763537203,0.00277777777778,0.00769230769231,0.0147547974414,0.0196363636364,0.0235106382979,0.146195652174,0.279958677686,0.0789343857918,0.00981735159817
612.0,0.000977397678681,0.000757396449704,0.00124659135177,0.00286738351254,0.00794044665012,0.0106396588486,0.00581818181818,0.0132712765957,0.075,0.411157024793,0.114454859398,0.0146118721461
616.0,0.00100488698839,0.00193136094675,0.00128165173354,0.00294802867384,0.00816377171216,0.00886993603412,0.0104181818182,0.0175265957447,0.0317028985507,0.593491735537,0.174642328564,0.019497716895
620.0,0.00123396456933,0.000937278106509,0.00132060771328,0.0030376344086,0.00841191066998,0.00722814498934,0.0117454545455,0.0180585106383,0.0278985507246,0.836776859504,0.260483473113,0.0326940639269
624.0,0.00291081246182,0.000828402366864,0.001363459291,0.00313620071685,0.00868486352357,0.00950959488273,0.00636363636364,0.0160372340426,0.0133333333333,1.0,0.380365071534,0.0479452054795
628.0,0.00169517409896,0.000852071005917,0.00140241527074,0.00322580645161,0.00893300248139,0.0118336886994,0.0125272727273,0.0183244680851,0.020652173913,0.922004132231,0.533793783917,0.0666666666667
632.0,0.001850946854,0.00087573964497,0.00144137125049,0.00331541218638,0.00918114143921,0.0179744136461,0.0115818181818,0.0169414893617,0.00670289855072,0.645144628099,0.723236309817,0.0990867579909
636.0,0.00136835675015,0.000899408284024,0.00148032723023,0.00340501792115,0.00942928039702,0.0110021321962,0.00690909090909,0.0265957446809,0.0125905797101,0.362603305785,0.920078934386,0.137442922374
640.0,0.00142333536958,0.000925443786982,0.00152317880795,0.00350358422939,0.00970223325062,0.0083368869936,0.00847272727273,0.0188563829787,0.0186594202899,0.165805785124,1.0,0.194520547945
644.0,0.00245571166768,0.000951479289941,0.00156603038566,0.00360215053763,0.00997518610422,0.00857142857143,0.0118727272727,0.0106914893617,0.00728260869565,0.0831611570248,0.842624568328,0.269406392694
648.0,0.00181429444105,0.000977514792899,0.00160888196338,0.00370071684588,0.0102481389578,0.00880597014925,0.00750909090909,0.0233244680851,0.00748188405797,0.0444214876033,0.566354218056,0.372146118721
652.0,0.00129505192425,0.00100355029586,0.0016517335411,0.00379928315412,0.0105210918114,0.00904051172708,0.00770909090909,0.0169414893617,0.00768115942029,0.0235537190083,0.31672422299,0.503652968037
656.0,0.0013317043372,0.00103195266272,0.00169848071679,0.00390681003584,0.0108188585608,0.0243070362473,0.00792727272727,0.0115957446809,0.0142934782609,0.0139462809917,0.163295510607,0.682648401826
660.0,0.00136530238241,0.00105798816568,0.00174133229451,0.00400537634409,0.0110918114144,0.00953091684435,0.00812727272727,0.0118882978723,0.0106702898551,0.011673553719,0.084361124815,0.862100456621
664.0,0.0014050091631,0.00108875739645,0.00179197506817,0.00412186379928,0.0114143920596,0.00980810234542,0.00836363636364,0.0122340425532,0.0124275362319,0.00471074380165,0.0474592994573,0.993150684932
668.0,0.00345143555284,0.00111715976331,0.00312426957538,0.004229390681,0.0117121588089,0.0100639658849,0.00858181818182,0.021329787234,0.00855072463768,0.00414256198347,0.0258510113468,1.0
672.0,0.00180513133781,0.00124970414201,0.00362680171406,0.00435483870968,0.0120595533499,0.0103624733475,0.00883636363636,0.014335106383,0.0095652173913,0.00278409090909,0.0109028120375,0.815068493151
676.0,0.0019639584606,0.0020449704142,0.00195559018309,0.0044982078853,0.0124565756824,0.0107036247335,0.00912727272727,0.0133510638298,0.015652173913,0.00259297520661,0.0112974839665,0.525114155251
680.0,0.00241600488699,0.00122840236686,0.00202181534866,0.00465053763441,0.0250620347395,0.011066098081,0.00943636363636,0.0138031914894,0.00940217391304,0.00268078512397,0.00927479033054,0.302283105023
684.0,0.00164324984728,0.00127337278107,0.00350214257889,0.00482078853047,0.0220843672457,0.0114712153518,0.0163454545455,0.0143085106383,0.00974637681159,0.00277892561983,0.00265416872225,0.167123287671
688.0,0.00308491142334,0.00239053254438,0.00246591351772,0.00501792114695,0.0138957816377,0.0119402985075,0.0196363636364,0.0148936170213,0.0101449275362,0.00754132231405,0.00498273310311,0.0785388127854
692.0,0.00178680513134,0.00138461538462,0.00227892481496,0.0080376344086,0.0145161290323,0.012473347548,0.0106363636364,0.0155585106383,0.010597826087,0.00302169421488,0.00288603848051,0.0405936073059
696.0,0.00186621869273,0.00144615384615,0.00238021036229,0.0163978494624,0.0151612903226,0.0130277185501,0.0111090909091,0.023829787234,0.0110688405797,0.00315599173554,0.00582141095215,0.0297260273973
700.0,0.00326817348809,0.0015124260355,0.00248928710557,0.0094982078853,0.0158560794045,0.0136247334755,0.0270909090909,0.0226329787234,0.0115760869565,0.00330061983471,0.00522940305871,0.0116438356164
704.0,0.00231826511912,0.00159053254438,0.00261784183872,0.00602150537634,0.0300248138958,0.014328358209,0.0153818181818,0.0178723404255,0.0121739130435,0.00347107438017,0.00331524420326,0.00634703196347
708.0,0.00335980452046,0.00167810650888,0.00276197896377,0.00635304659498,0.0175930521092,0.0151172707889,0.0128909090909,0.0240957446809,0.0128442028986,0.00366219008264,0.00542673902319,0.007899543379
712.0,0.00464263897373,0.00176804733728,0.00291001168679,0.0066935483871,0.0185359801489,0.0159275053305,0.0135818181818,0.0300531914894,0.0135326086957,0.00385847107438,0.00927479033054,0.00341095890411
716.0,0.00241295051924,0.00186982248521,0.00307752239969,0.0168458781362,0.0330024813896,0.0168443496802,0.0143636363636,0.0210106382979,0.0143115942029,0.0040805785124,0.00513073507647,0.00607305936073
720.0,0.00257177764203,0.00199289940828,0.00328009349435,0.00913978494624,0.0397022332506,0.0179530916844,0.0153090909091,0.0223936170213,0.0273550724638,0.00434917355372,0.00415392205229,0.00730593607306
724.0,0.00275503970678,0.0021349112426,0.00351382937281,0.00808243727599,0.022382133995,0.0192324093817,0.0164,0.0239893617021,0.0163405797101,0.00465909090909,0.00444992599901,0.00411872146119
728.0,0.00448992058644,0.00228165680473,0.00375535644721,0.00863799283154,0.0239205955335,0.0205543710021,0.0175272727273,0.0256382978723,0.0174637681159,0.00497933884298,0.00475579674396,0.00440182648402
732.0,0.0040012217471,0.00246153846154,0.00405142189326,0.00931899641577,0.0258064516129,0.0221748400853,0.0189090909091,0.0276595744681,0.0461956521739,0.00537190082645,0.00513073507647,0.00474885844749
736.0,0.00345143555284,0.00267455621302,0.00440202571095,0.0116487455197,0.0280397022333,0.0240938166311,0.0205454545455,0.0300531914894,0.0228260869565,0.0058367768595,0.00557474099655,0.0051598173516
740.0,0.00375687232743,0.00291124260355,0.00654460459681,0.0179211469534,0.0305210918114,0.0262260127932,0.0223636363636,0.0327127659574,0.0222826086957,0.00635330578512,0.00606808090775,0.00561643835616
744.0,0.00409285277947,0.00317159763314,0.00736268017141,0.0120071684588,0.0332506203474,0.0449893390192,0.0525454545455,0.0356382978723,0.0242753623188,0.00692148760331,0.0104094721263,0.00611872146119
748.0,0.00445937690898,0.00345562130178,0.00568757304246,0.0233870967742,0.0362282878412,0.037526652452,0.0374545454545,0.038829787234,0.0264492753623,0.00754132231405,0.0086827824371,0.00666666666667
752.0,0.00497861942578,0.00385798816568,0.00779119594858,0.014605734767,0.0404466501241,0.0347547974414,0.0296363636364,0.0433510638298,0.0295289855072,0.0084194214876,0.00804144055254,0.00744292237443
756.0,0.00549786194258,0.00426035502959,0.0108687183483,0.0161290322581,0.0446650124069,0.0383795309168,0.0327272727273,0.0478723404255,0.0326086956522,0.00929752066116,0.00888011840158,0.00821917808219
760.0,0.00607819181429,0.0047100591716,0.00775223996884,0.0178315412186,0.0493796526055,0.0424307036247,0.0361818181818,0.0529255319149,0.0360507246377,0.017097107438,0.0163295510607,0.0151141552511
764.0,0.00678069639585,0.0058224852071,0.00864822750292,0.0198924731183,0.0550868486352,0.0524520255864,0.0403636363636,0.0590425531915,0.0402173913043,0.0127582644628,0.0121854958066,0.0112785388128
768.0,0.00757483200977,0.0098224852071,0.00966108297624,0.0222222222222,0.0615384615385,0.0884861407249,0.0450909090909,0.0659574468085,0.0449275362319,0.0128099173554,0.0122348297977,0.0113242009132
772.0,0.0131032376298,0.0065325443787,0.010751850409,0.0384408602151,0.0684863523573,0.0588486140725,0.0501818181818,0.0734042553191,0.05,0.0221590909091,0.0136161815491,0.012602739726
776.0,0.0187843616371,0.0129230769231,0.0119984417608,0.0337813620072,0.0764267990074,0.116417910448,0.056,0.081914893617,0.0557971014493,0.0194731404959,0.0151948692649,0.0358447488584
780.0,0.010720830788,0.00830769230769,0.0136735488898,0.0314516129032,0.0870967741935,0.0748400852878,0.0781818181818,0.0933510638298,0.0635869565217,0.0181301652893,0.0173162308831,0.0160273972603
